"SOURCE","TARGET","term","TYPE"
95,78,1968,"majority"
90,78,1968,"majority"
94,91,1968,"majority"
98,91,1968,"majority"
92,91,1968,"majority"
90,91,1968,"majority"
81,91,1968,"majority"
92,91,1968,"majority"
94,91,1968,"majority"
98,91,1968,"majority"
92,94,1968,"majority"
90,94,1968,"majority"
92,94,1968,"majority"
90,94,1968,"majority"
81,94,1968,"majority"
98,94,1968,"majority"
92,94,1968,"majority"
90,94,1968,"majority"
78,98,1968,"majority"
81,98,1968,"majority"
92,98,1968,"majority"
90,98,1968,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
99,91,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
99,91,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
99,95,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
99,95,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
81,78,1969,"majority"
94,78,1969,"majority"
98,78,1969,"majority"
92,78,1969,"majority"
95,78,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
99,81,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
99,81,1969,"majority"
81,91,1969,"majority"
94,91,1969,"majority"
92,91,1969,"majority"
81,91,1969,"majority"
94,91,1969,"majority"
92,91,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
98,95,1969,"majority"
99,95,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
98,95,1969,"majority"
99,95,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
78,98,1969,"majority"
92,98,1969,"majority"
94,98,1969,"majority"
95,98,1969,"majority"
91,92,1969,"majority"
81,92,1969,"majority"
94,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
99,92,1969,"majority"
78,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
91,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
91,94,1969,"majority"
78,94,1969,"majority"
81,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
81,91,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
99,91,1969,"majority"
99,95,1969,"majority"
91,95,1969,"majority"
92,95,1969,"majority"
94,95,1969,"majority"
91,78,1969,"majority"
94,78,1969,"majority"
95,78,1969,"majority"
99,78,1969,"majority"
81,78,1969,"majority"
98,78,1969,"majority"
95,78,1969,"majority"
91,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
78,95,1969,"majority"
81,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
91,94,1969,"majority"
81,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
91,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
78,95,1969,"majority"
81,95,1969,"majority"
91,95,1969,"majority"
92,95,1969,"majority"
94,95,1969,"majority"
98,95,1969,"majority"
81,78,1969,"majority"
98,78,1969,"majority"
92,78,1969,"majority"
95,78,1969,"majority"
91,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
99,81,1969,"majority"
99,78,1969,"majority"
92,78,1969,"majority"
81,78,1969,"majority"
94,78,1969,"majority"
98,78,1969,"majority"
92,78,1969,"majority"
99,94,1969,"majority"
78,94,1969,"majority"
81,94,1969,"majority"
91,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
98,94,1969,"majority"
99,81,1969,"majority"
78,81,1969,"majority"
91,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
99,81,1969,"majority"
78,81,1969,"majority"
91,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
78,91,1969,"majority"
81,91,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
99,91,1969,"majority"
91,92,1969,"majority"
78,92,1969,"majority"
81,92,1969,"majority"
98,92,1969,"majority"
91,92,1969,"majority"
78,92,1969,"majority"
95,92,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
99,81,1969,"majority"
91,92,1969,"majority"
81,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
91,92,1969,"majority"
81,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
78,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
94,98,1969,"majority"
95,98,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
91,78,1969,"majority"
94,78,1969,"majority"
98,78,1969,"majority"
95,78,1969,"majority"
99,78,1969,"majority"
81,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
91,99,1969,"majority"
81,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
95,99,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
95,94,1969,"majority"
95,94,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
98,81,1969,"majority"
99,81,1969,"majority"
91,81,1969,"majority"
78,81,1969,"majority"
98,81,1969,"majority"
99,81,1969,"majority"
91,81,1969,"majority"
94,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
91,92,1969,"majority"
78,92,1969,"majority"
81,92,1969,"majority"
94,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
99,92,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
81,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
81,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
81,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
95,99,1969,"majority"
98,99,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
95,99,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
99,95,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
99,95,1969,"majority"
91,95,1969,"majority"
94,95,1969,"majority"
99,95,1969,"majority"
91,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
99,81,1969,"majority"
91,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
99,94,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
81,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
78,99,1969,"majority"
81,99,1969,"majority"
94,99,1969,"majority"
95,99,1969,"majority"
81,78,1969,"majority"
98,78,1969,"majority"
92,78,1969,"majority"
92,99,1969,"majority"
94,99,1969,"majority"
95,99,1969,"majority"
99,91,1969,"majority"
94,91,1969,"majority"
95,91,1969,"majority"
91,92,1969,"majority"
81,92,1969,"majority"
99,92,1969,"majority"
99,78,1969,"majority"
81,78,1969,"majority"
94,78,1969,"majority"
78,81,1969,"majority"
98,81,1969,"majority"
92,81,1969,"majority"
95,81,1969,"majority"
91,99,1969,"majority"
78,99,1969,"majority"
81,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
81,78,1969,"majority"
98,78,1969,"majority"
92,78,1969,"majority"
78,91,1969,"majority"
81,91,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
95,91,1969,"majority"
99,91,1969,"majority"
91,94,1969,"majority"
78,94,1969,"majority"
81,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
91,98,1969,"majority"
78,98,1969,"majority"
81,98,1969,"majority"
94,98,1969,"majority"
92,98,1969,"majority"
95,98,1969,"majority"
99,98,1969,"majority"
98,92,1969,"majority"
91,94,1969,"majority"
81,94,1969,"majority"
98,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
78,95,1969,"majority"
81,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
99,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
92,95,1969,"majority"
78,95,1969,"majority"
81,95,1969,"majority"
94,95,1969,"majority"
81,95,1969,"majority"
98,95,1969,"majority"
92,95,1969,"majority"
78,99,1969,"majority"
94,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
78,99,1969,"majority"
81,99,1969,"majority"
94,99,1969,"majority"
98,99,1969,"majority"
92,99,1969,"majority"
95,99,1969,"majority"
94,91,1969,"majority"
98,91,1969,"majority"
92,91,1969,"majority"
78,92,1969,"majority"
81,92,1969,"majority"
98,92,1969,"majority"
95,92,1969,"majority"
91,94,1969,"majority"
78,94,1969,"majority"
81,94,1969,"majority"
98,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
92,94,1969,"majority"
95,94,1969,"majority"
99,94,1969,"majority"
91,95,1970,"majority"
94,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
78,81,1970,"majority"
92,81,1970,"majority"
100,81,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
81,98,1970,"majority"
94,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
95,94,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,100,1970,"majority"
78,100,1970,"majority"
94,100,1970,"majority"
99,100,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
91,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
91,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
91,81,1970,"majority"
94,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
91,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
94,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
100,81,1970,"majority"
81,91,1970,"majority"
98,91,1970,"majority"
98,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
91,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
91,100,1970,"majority"
78,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
81,78,1970,"majority"
98,78,1970,"majority"
92,78,1970,"majority"
81,78,1970,"majority"
98,78,1970,"majority"
92,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
91,78,1970,"majority"
94,78,1970,"majority"
98,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
91,78,1970,"majority"
99,78,1970,"majority"
91,81,1970,"majority"
78,81,1970,"majority"
94,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
81,91,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
92,91,1970,"majority"
95,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
99,94,1970,"majority"
95,94,1970,"majority"
100,94,1970,"majority"
91,99,1970,"majority"
94,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
91,94,1970,"majority"
78,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
99,94,1970,"majority"
91,94,1970,"majority"
92,94,1970,"majority"
98,94,1970,"majority"
100,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
91,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
94,95,1970,"majority"
92,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
78,95,1970,"majority"
81,95,1970,"majority"
98,95,1970,"majority"
92,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
91,100,1970,"majority"
78,100,1970,"majority"
81,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
92,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
95,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
99,98,1970,"majority"
91,98,1970,"majority"
94,98,1970,"majority"
95,98,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,98,1970,"majority"
94,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,98,1970,"majority"
94,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
99,81,1970,"majority"
78,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
98,81,1970,"majority"
100,81,1970,"majority"
78,91,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
92,91,1970,"majority"
95,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
91,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
78,81,1970,"majority"
92,81,1970,"majority"
94,81,1970,"majority"
95,81,1970,"majority"
98,81,1970,"majority"
100,81,1970,"majority"
99,81,1970,"majority"
78,81,1970,"majority"
92,81,1970,"majority"
94,81,1970,"majority"
95,81,1970,"majority"
98,81,1970,"majority"
100,81,1970,"majority"
99,78,1970,"majority"
94,78,1970,"majority"
100,78,1970,"majority"
81,91,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
92,91,1970,"majority"
95,91,1970,"majority"
81,78,1970,"majority"
98,78,1970,"majority"
92,78,1970,"majority"
99,78,1970,"majority"
91,81,1970,"majority"
78,81,1970,"majority"
94,81,1970,"majority"
98,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
78,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
78,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
99,95,1970,"majority"
94,95,1970,"majority"
100,95,1970,"majority"
81,91,1970,"majority"
98,91,1970,"majority"
94,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
94,95,1970,"majority"
92,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
81,98,1970,"majority"
94,98,1970,"majority"
92,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,100,1970,"majority"
94,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,78,1970,"majority"
95,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
99,78,1970,"majority"
91,94,1970,"majority"
78,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
91,99,1970,"majority"
78,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,78,1970,"majority"
94,78,1970,"majority"
95,78,1970,"majority"
99,78,1970,"majority"
91,78,1970,"majority"
94,78,1970,"majority"
95,78,1970,"majority"
99,78,1970,"majority"
91,81,1970,"majority"
78,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
94,91,1970,"majority"
95,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
94,91,1970,"majority"
95,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
91,95,1970,"majority"
78,95,1970,"majority"
81,95,1970,"majority"
94,95,1970,"majority"
98,95,1970,"majority"
92,95,1970,"majority"
99,95,1970,"majority"
100,95,1970,"majority"
99,95,1970,"majority"
92,95,1970,"majority"
94,95,1970,"majority"
100,95,1970,"majority"
99,95,1970,"majority"
92,95,1970,"majority"
100,95,1970,"majority"
91,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
98,99,1970,"majority"
92,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
94,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
94,98,1970,"majority"
92,98,1970,"majority"
95,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,78,1970,"majority"
81,78,1970,"majority"
94,78,1970,"majority"
98,78,1970,"majority"
92,78,1970,"majority"
95,78,1970,"majority"
99,78,1970,"majority"
100,78,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
91,92,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
91,81,1970,"majority"
78,81,1970,"majority"
94,81,1970,"majority"
98,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
78,81,1970,"majority"
98,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
99,91,1970,"majority"
100,91,1970,"majority"
91,92,1970,"majority"
78,92,1970,"majority"
81,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
91,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
99,94,1970,"majority"
78,94,1970,"majority"
95,94,1970,"majority"
100,94,1970,"majority"
78,95,1970,"majority"
81,95,1970,"majority"
98,95,1970,"majority"
92,95,1970,"majority"
91,98,1970,"majority"
94,98,1970,"majority"
99,98,1970,"majority"
78,99,1970,"majority"
81,99,1970,"majority"
94,99,1970,"majority"
95,99,1970,"majority"
100,99,1970,"majority"
91,81,1970,"majority"
78,81,1970,"majority"
94,81,1970,"majority"
92,81,1970,"majority"
95,81,1970,"majority"
99,81,1970,"majority"
100,81,1970,"majority"
81,91,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
92,91,1970,"majority"
99,92,1970,"majority"
100,92,1970,"majority"
78,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
99,94,1970,"majority"
100,94,1970,"majority"
99,95,1970,"majority"
92,95,1970,"majority"
94,95,1970,"majority"
98,95,1970,"majority"
100,95,1970,"majority"
99,95,1970,"majority"
78,95,1970,"majority"
100,95,1970,"majority"
99,98,1970,"majority"
78,98,1970,"majority"
95,98,1970,"majority"
100,98,1970,"majority"
91,100,1970,"majority"
78,100,1970,"majority"
81,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
92,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
91,78,1970,"majority"
94,78,1970,"majority"
78,91,1970,"majority"
94,91,1970,"majority"
98,91,1970,"majority"
92,91,1970,"majority"
91,98,1970,"majority"
78,98,1970,"majority"
81,98,1970,"majority"
94,98,1970,"majority"
99,98,1970,"majority"
100,98,1970,"majority"
91,100,1970,"majority"
78,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
92,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
78,100,1970,"majority"
81,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
92,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
78,100,1970,"majority"
81,100,1970,"majority"
94,100,1970,"majority"
98,100,1970,"majority"
92,100,1970,"majority"
95,100,1970,"majority"
99,100,1970,"majority"
99,94,1970,"majority"
81,94,1970,"majority"
92,94,1970,"majority"
95,94,1970,"majority"
98,94,1970,"majority"
100,94,1970,"majority"
81,94,1970,"majority"
98,94,1970,"majority"
92,94,1970,"majority"
81,92,1970,"majority"
94,92,1970,"majority"
98,92,1970,"majority"
95,92,1970,"majority"
99,100,1970,"majority"
94,100,1970,"majority"
99,100,1970,"majority"
94,100,1970,"majority"
91,99,1970,"majority"
94,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
94,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
94,99,1970,"majority"
100,99,1970,"majority"
91,99,1970,"majority"
94,99,1970,"majority"
100,99,1970,"majority"
94,81,1971,"majority"
98,81,1971,"majority"
92,81,1971,"majority"
95,81,1971,"majority"
99,81,1971,"majority"
100,81,1971,"majority"
94,81,1971,"majority"
98,81,1971,"majority"
92,81,1971,"majority"
81,99,1971,"majority"
94,99,1971,"majority"
98,99,1971,"majority"
92,99,1971,"majority"
95,99,1971,"majority"
100,99,1971,"majority"
95,94,1971,"majority"
99,94,1971,"majority"
100,94,1971,"majority"
98,94,1971,"majority"
92,94,1971,"majority"
95,94,1971,"majority"
99,94,1971,"majority"
100,94,1971,"majority"
81,95,1971,"majority"
94,95,1971,"majority"
98,95,1971,"majority"
92,95,1971,"majority"
99,95,1971,"majority"
100,95,1971,"majority"
81,95,1971,"majority"
94,95,1971,"majority"
98,95,1971,"majority"
92,95,1971,"majority"
99,95,1971,"majority"
100,95,1971,"majority"
94,81,1971,"majority"
98,81,1971,"majority"
99,81,1971,"majority"
100,81,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
99,92,1971,"majority"
100,92,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
99,92,1971,"majority"
100,92,1971,"majority"
81,92,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
94,95,1971,"majority"
98,95,1971,"majority"
99,95,1971,"majority"
100,95,1971,"majority"
94,98,1971,"majority"
95,98,1971,"majority"
99,98,1971,"majority"
95,99,1971,"majority"
100,99,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
99,92,1971,"majority"
100,92,1971,"majority"
81,92,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
100,92,1971,"majority"
81,92,1971,"majority"
94,92,1971,"majority"
98,92,1971,"majority"
95,92,1971,"majority"
100,92,1971,"majority"
81,94,1971,"majority"
98,94,1971,"majority"
92,94,1971,"majority"
94,95,1971,"majority"
99,95,1971,"majority"
100,95,1971,"majority"
81,98,1971,"majority"
